CloudTrail,ASIAV6JPWXYIJQQEVHVP,2020-12-05T00:27:17Z,cloudtrail.amazonaws.com,LookupEvents,eu-west-2,77.101.217.46,console.amazonaws.com,,[],759e8cd6-74e3-47b1-8673-06bf0d8ace1b,5f1c9fba-341d-4925-8fb5-329c5eb88799,TRUE,AwsApiCall,4.08659E+11
CloudTrail,ASIAV6JPWXYIJQQEVHVP,2020-12-05T00:27:17Z,cloudtrail.amazonaws.com,DescribeTrails,eu-west-2,77.101.217.46,console.amazonaws.com,,[],3aa6e2dc-f56b-4e34-b889-86f6e3167fa8,f1c96a86-5d48-45c7-acff-55f68b59485a,TRUE,AwsApiCall,4.08659E+11
CloudTrail,ASIAV6JPWXYIJQQEVHVP,2020-12-05T00:27:01Z,cloudtrail.amazonaws.com,PutInsightSelectors,eu-west-2,77.101.217.46,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:eu-west-2:408658820624:trail/Udacity_Trail""}]",464d5f4c-dc9e-4829-b357-5334f437cd53,3321a161-4613-4c1b-a62a-5d9b684dda59,FALSE,AwsApiCall,4.08659E+11
CloudTrail,ASIAV6JPWXYIJQQEVHVP,2020-12-05T00:27:01Z,cloudtrail.amazonaws.com,StartLogging,eu-west-2,77.101.217.46,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",0c3216f9-1d37-4e05-a789-4187b1a13092,4cd66711-f8e6-4dcc-b8e5-d520fed5dc2d,FALSE,AwsApiCall,4.08659E+11
CloudTrail,ASIAV6JPWXYIJQQEVHVP,2020-12-05T00:27:01Z,cloudtrail.amazonaws.com,PutEventSelectors,eu-west-2,77.101.217.46,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:eu-west-2:408658820624:trail/Udacity_Trail""}]",bc57fc3e-9038-461d-b654-614b253a902c,565f86d5-eea2-499a-b183-2854af4a408a,FALSE,AwsApiCall,4.08659E+11
CloudTrail,ASIAV6JPWXYIJQQEVHVP,2020-12-05T00:27:01Z,cloudtrail.amazonaws.com,DescribeTrails,eu-west-2,77.101.217.46,console.amazonaws.com,,[],9cb21b6a-753c-4620-9951-ca32262eaf16,93bf1a01-253d-42a1-ac37-2cfb7f092c89,TRUE,AwsApiCall,4.08659E+11
CloudTrail,ASIAV6JPWXYIJQQEVHVP,2020-12-05T00:27:01Z,cloudtrail.amazonaws.com,GetTrailStatus,eu-west-2,77.101.217.46,console.amazonaws.com,,[],f87a05eb-97f7-4856-958a-2888e70b7d8e,9575a8ff-d7a5-48a3-a2d2-74c97a27b1e4,TRUE,AwsApiCall,4.08659E+11
CloudTrail,ASIAV6JPWXYIJQQEVHVP,2020-12-05T00:27:00Z,s3.amazonaws.com,PutBucketPublicAccessBlock,eu-west-2,77.101.217.46,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.893 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.272-b10 java/1.8.0_272 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-408658820624-b752aa74""}]",BB8A2AF385177DA1,117a398c-be63-4971-8842-74e9cda7a6be,FALSE,AwsApiCall,4.08659E+11
CloudTrail,ASIAV6JPWXYIJQQEVHVP,2020-12-05T00:27:00Z,s3.amazonaws.com,GetBucketLocation,eu-west-2,77.101.217.46,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.893 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.272-b10 java/1.8.0_272 vendor/Oracle_Corporation]",,[],51312EC3D84BE7F6,2d883695-c4ff-4615-8c63-5e2d0fb7cbca,TRUE,AwsApiCall,4.08659E+11
CloudTrail,ASIAV6JPWXYIJQQEVHVP,2020-12-05T00:27:00Z,cloudtrail.amazonaws.com,CreateTrail,eu-west-2,77.101.217.46,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:eu-west-2:408658820624:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-408658820624-b752aa74""}]",6e24ea21-c807-444f-829b-6019573aed96,72e73263-c151-455f-bee7-f06374d6172a,FALSE,AwsApiCall,4.08659E+11
